,E,H,H+,H2,C,C+,O+,O,OH+,OH,H2O,H2O+,H3O+,CO,CO+,HCO+
711475517.6104498,0.214165265533424,792.1165320955374,5.855176461958701e-11,9603.941733917085,0.7858347336741032,0.2141652644320994,3.644322901729164e-12,1.9999999603008491,5.828947156288543e-12,6.435378560490429e-09,3.036912608155586e-08,9.449809463977627e-12,9.819271336050504e-10,1.8518750072076526e-09,1.2145690783185668e-12,4.0708689872390654e-11
729744736.6780024,0.219005893830989,812.0375562824509,6.58913383939473e-11,9593.981221822929,0.7809941051838755,0.21900589274378388,3.648106424785335e-12,1.9999999592903,5.83495288391319e-12,6.688681955773352e-09,3.097094866180315e-08,9.457068490914876e-12,9.587897206801163e-10,2.0287569662431672e-09,1.2908056231266574e-12,4.229381990938879e-11
748483071.4875264,0.22393924850777747,832.4486215403235,7.408900652577601e-11,9583.775689193288,0.7760607503008751,0.22393924743313443,3.651991176530425e-12,1.9999999582547354,5.841119436406812e-12,6.946060535536703e-09,3.157793046759024e-08,9.464530917407021e-12,9.363261414493408e-10,2.2207207219092955e-09,1.3705580070270007e-12,4.3900285070130144e-11
767702567.960555,0.22896626996512895,853.3612167190505,8.323642035264054e-11,9573.31939160321,0.7710337286227423,0.2289662689014262,3.655979972721704e-12,1.9999999571936125,5.847451293752111e-12,7.207136922494748e-09,3.2189932234418675e-08,9.472202816807639e-12,9.145120579741002e-10,2.428853267310901e-09,1.4538706556661522e-12,4.55254014786695e-11
787415581.332961,0.23408786258775915,874.7870705775524,9.343379365406442e-11,9562.606464673234,0.7659121357636965,0.2340878615333004,3.660075713029879e-12,1.999999956106383,5.8539530697127345e-12,7.47149480394165e-09,3.280680113959735e-08,9.48009046017944e-12,8.933244739708515e-10,2.654297120283471e-09,1.540775701668158e-12,4.716623845820847e-11
807634784.0975074,0.23930489173727842,896.7381552195852,1.0479052878152868e-10,9551.630922351489,0.760695106361017,0.23930489069028285,3.664281383826254e-12,1.999999954992497,5.860629516285671e-12,7.73867838849845e-09,3.342837066633971e-08,9.48820032336943e-12,8.727416195117138e-10,2.898250375289406e-09,1.631291630529816e-12,4.881961703945025e-11
828373174.1503488,0.2446181806308928,919.2266894869687,1.1742586420066602e-10,9540.386655217062,0.7553818171963427,0.2446181795894845,3.668600061076583e-12,1.9999999538514,5.8674855283242215e-12,8.008192179146328e-09,3.405446047037766e-08,9.496539094358045e-12,8.527428498677647e-10,3.161966347051818e-09,1.7254219179760482e-12,5.048211066059858e-11
849644083.1467184,0.2500285071047513,942.2651423031624,1.3146954063304758e-10,9528.86742880822,0.7499714904323269,0.25002850606694793,3.673034913346481e-12,1.9999999526825374,5.874526148339211e-12,8.279501104771979e-09,3.4684876253507064e-08,9.505113680893131e-12,8.333085562035717e-10,3.4467527588699813e-09,1.823153677163571e-12,5.215004831887939e-11
871461185.0711672,0.25553660026174246,965.8662359596929,1.4706248242156942e-10,9517.066881979199,0.7444633969648431,0.2555365992254432,3.677589204923371e-12,1.9999999514853535,5.881756571486488e-12,8.552031052726072e-09,3.5319409648086926e-08,9.51393121842045e-12,8.144200862979812e-10,3.753970428618184e-09,1.9244563368174043e-12,5.3819520430836546e-11
893838505.0278765,0.2611431370039226,990.0429493374997,1.643574901679325e-10,9504.978525289536,0.7388568598905577,0.261143135966896,3.682266299060171e-12,1.999999950259293,5.889182150748931e-12,8.825169844313745e-09,3.5957838116235464e-08,9.522999078322314e-12,7.960596738194817e-10,4.085031406430325e-09,2.0292803740458785e-12,5.548638765011905e-11
916790428.2566799,0.2668487384501627,1014.8085210547758,1.8351994011762474e-10,9492.595739430137,0.7331512580892874,0.26684873741003284,3.687069661346359e-12,1.9999999490038016,5.896808402321938e-12,9.098268693549187e-09,3.6599924867266625e-08,9.532324876477067e-12,7.782103749542725e-10,4.4413965201666324e-09,2.1375561281217136e-12,5.7146292876153217e-11
940331709.3806032,0.2726539662400556,1040.1764525324134,2.0472848521497832e-10,9479.911773690554,0.7273460299200956,0.27265396519428914,3.692002863212131e-12,1.9999999477183281,5.904641011211569e-12,9.370644186770567e-09,3.724541879676973e-08,9.541916482152053e-12,7.608560113940148e-10,4.824572288095572e-09,2.249192723842831e-12,5.879467666414314e-11
964477481.8908621,0.27855931872561324,1066.1605109676423,2.2817575223921017e-10,9466.91974447217,0.7214406770295982,0.2785593176715046,3.697069585571832e-12,1.9999999464023257,5.912685837055128e-12,9.641580816686736e-09,3.789405445063246e-08,9.551782027243605e-12,7.4398111885465e-10,5.236107162940679e-09,2.36407713508701e-12,6.042679621547817e-11
989243267.8754101,0.28456522705281745,1092.7747322059151,2.5406902898595417e-10,9453.612633852259,0.7154347682704204,0.2845652259874732,3.702273622613081e-12,1.9999999450552528,5.9209489201744e-12,9.910334098989807e-09,3.854555201723121e-08,9.561929915877914e-12,7.275709004291205e-10,5.677587077661583e-09,2.4820734207300405e-12,6.203774808719514e-11
1014644987.9973001,0.2906720511356641,1120.0334235005496,2.826309351045597e-10,9439.983288204168,0.7093279437271574,0.2906720500559875,3.7076188857383695e-12,1.9999999436765736,5.929436487872373e-12,1.0176134292714565e-08,3.9199617350955304e-08,9.572368834387424e-12,7.116111841834081e-10,6.15063027115809e-09,2.603022166079566e-12,6.362249470915344e-11
1040698971.7292695,0.2968800755259685,1147.9511661490603,3.1410006996851087e-10,9426.024416879134,0.7031199188465731,0.2968800744286436,3.713109407666303e-12,1.999999942265762,5.9381549609848056e-12,1.0438190736983457e-08,3.985594203018196e-08,9.583107761677746e-12,6.960883844927455e-10,6.656881381569314e-09,2.7267401632542484e-12,6.517589473775083e-11
1067421967.8511242,0.3031895051827663,1176.5428179944956,3.4873163077965424e-10,9411.728590955634,0.6968104886682102,0.30318950406423995,3.7187493466998286e-12,1.9999999408223017,5.947110960700742e-12,1.0695696808103986e-08,4.051420345247257e-08,9.594155980099208e-12,6.809894667876661e-10,7.19800480476137e-09,2.8530202053507022e-12,6.669273737583941e-11
1094831155.2166798,0.3096004611454916,1205.8235157794948,3.867979937632893e-10,9397.08824206235,0.6903995321512173,0.3096004600019565,3.724542991169688e-12,1.9999999393456867,5.956311315660493e-12,1.0947835493273035e-08,4.117406496850025e-08,9.605523086654692e-12,6.663019160132954e-10,7.775677325303411e-09,2.9816313312882347e-12,6.816778026775829e-11
1122944153.7971692,0.3161129761173521,1235.8086773401199,4.2858925315525194e-10,9382.095661281253,0.6838870165909839,0.3161129749447283,3.730494764061399e-12,1.999999937835425,5.965763069342009e-12,1.1193785542742702e-08,4.183517606143412e-08,9.61721900445399e-12,6.520137067225809e-10,8.391580059199333e-09,3.112319715370625e-12,6.959579048587716e-11
1151779036.0082257,0.32272698996472987,1266.5140036258658,4.744137119598739e-10,9366.742998137597,0.6772730021197486,0.32272698875864575,3.736609227834278e-12,1.9999999362910403,5.975473487760217e-12,1.1432728170510844e-08,4.2497172572912123e-08,9.629253994907546e-12,6.381132753517386e-10,9.047389743825622e-09,3.244809458014165e-12,7.097158913552131e-11
1181354338.327723,0.32944234513956455,1297.9554805315308,5.245983193682618e-10,9351.022259683983,0.6705576462842238,0.32944234389533833,3.742891089441958e-12,1.9999999347120736,5.985450067485595e-12,1.1663854251978987e-08,4.3159676977699055e-08,9.641638670300275e-12,6.245894948834672e-10,9.744769432689212e-09,3.3788039104079794e-12,7.229009856380797e-11
1211689073.211923,0.33625878203230936,1330.1493805258722,5.794890506114273e-10,9334.925309686027,0.6637412086926522,0.3362587807449292,3.749345205563905e-12,1.999999933098081,5.995700544006674e-12,1.1886371951988243e-08,4.382229870908923e-08,9.654384007182982e-12,6.11431651644441e-10,1.048535866938179e-08,3.513986915446284e-12,7.354639233521275e-11
1242802741.3176312,0.3431759342626082,1363.1122640612907,6.394512248953604e-10,9318.443867917536,0.656824055724139,0.3431759329267124,3.755976588058986e-12,1.9999999314486445,6.006232900436929e-12,1.2099514706837465e-08,4.448463453318114e-08,9.667501359867573e-12,5.986294257164529e-10,1.1270763229559914e-08,3.6500251242951815e-12,7.473574623946998e-11
1274715344.0381637,0.3501933239232066,1396.8609807480252,7.048697668657676e-10,9301.569509573395,0.6498066652847522,0.35019332253306334,3.762790409652106e-12,1.999999929763365,6.017055376583653e-12,1.2302549400352741e-08,4.514626898862678e-08,9.681002474052652e-12,5.861728698616191e-10,1.2102544585616985e-08,3.786571260384381e-12,7.585368935629841e-11
1307447396.361226,0.35731035678504797,1431.4126702755061,7.761494096985307e-10,9284.293664808876,0.6426896316024371,0.3573103553345343,3.76979200986383e-12,1.9999999280418683,6.02817647842488e-12,1.2494784652505471e-08,4.580677488538945e-08,9.694899501890333e-12,5.740523897937096e-10,1.2982209192341701e-08,3.923266442107578e-12,7.689605657705187e-11
1341019940.056965,0.36452631747155473,1466.7847630625492,8.537148393349743e-10,9266.607618414582,0.6354736700527465,0.36452631595413687,3.77698690119552e-12,1.999999926283808,6.039604988004869e-12,1.2675579103280577e-08,4.6465713856164365e-08,9.709205018128664e-12,5.622587279547379e-10,1.3911197731211974e-08,4.0597423454601565e-12,7.785904100162529e-11
1375454557.2046359,0.37184036461883196,1502.9949806174186,9.380107901217558e-10,9248.502509636384,0.6281596219986465,0.3718403630275441,3.784380775586346e-12,1.9999999244888638,6.051349973711654e-12,1.2844349497732913e-08,4.712263696926134e-08,9.723932034678671e-12,5.507829496701848e-10,1.4890874508983263e-08,4.1956266535154235e-12,7.873924123191267e-11
1410773384.0666354,0.3792515260449709,1540.0613355880762,1.0295021092816146e-09,9229.969332150291,0.6207484596212244,0.37925152437239407,3.791979511150933e-12,1.9999999226567455,6.06342080103918e-12,1.3000578378340598e-08,4.7777085423160715e-08,9.739094017415652e-12,5.396164249735724e-10,1.592251719227146e-08,4.330546468516189e-12,7.95337078858915e-11
1446999125.3187728,0.38675869392701745,1578.0021314813537,1.1286737855999584e-09,9210.998934202897,0.6132412907427301,0.386758692165259,3.799789179211962e-12,1.9999999207871968,6.0758271438492376e-12,1.31438212984826e-08,4.842859128949779e-08,9.754704904937393e-12,5.287508152523816e-10,1.7007307017339684e-08,4.464130622422017e-12,8.023998783101088e-11
1484155068.6459458,0.39436062001103084,1616.8359620294934,1.2360309662763113e-09,9191.582018928077,0.6056393636165254,0.3943606181517029,3.807816051650213e-12,1.9999999188799933,6.088578996053928e-12,1.3273713311930024e-08,4.9076678320025644e-08,9.770779124364939e-12,5.181780633048275e-10,1.814631970827456e-08,4.596016449386584e-12,8.085615845803003e-11
1522265099.7126198,0.40205591088848136,1656.5817101817133,1.3520989911029314e-09,9171.709144851226,0.5979440716506953,0.4020559089226808,3.816066608578398e-12,1.9999999169349447,6.101686683884131e-12,1.3389974551566474e-08,4.972086284723215e-08,9.787331610888616e-12,5.078903767628124e-10,1.93405172612454e-08,4.7258529287990675e-12,8.138085954278539e-11
1561353717.5176911,0.40984302332363,1697.2585466962119,1.4774234364940798e-09,9151.370726593239,0.5901569580806767,0.40984302124191613,3.8245475463593036e-12,1.9999999149519005,6.115160878715727e-12,1.3492414793109502e-08,5.0360654717571603e-08,9.804377828494579e-12,4.978802192080133e-10,2.0590740792555896e-08,4.853303773993554e-12,8.181331817893323e-11
1601446050.143654,0.41772025969201465,1738.8859283088823,1.6125702220572918e-09,9130.557035786169,0.5822797205307751,0.41772025748438907,3.83326578599411e-12,1.999999912930746,6.129012610382992e-12,1.3580936774340896e-08,5.0995558317935286e-08,9.821933787069798e-12,4.881403000116365e-10,2.1897704589754257e-08,4.978054499148419e-12,8.215336073687799e-11
1642567870.9101717,0.4256857635302297,1781.4835954524317,1.7581257863482022e-09,9109.25820221367,0.5743142154643931,0.4256857611861142,3.842228481881452e-12,1.999999910871408,6.143253281242479e-12,1.3655538181805127e-08,5.1625073666795606e-08,9.840016067272308e-12,4.78663560576274e-10,2.3261991511342544e-08,5.099812888754948e-12,8.240142320254976e-11
1684745614.942414,0.43373751521417014,1825.0715694989237,1.914697355032469e-09,9087.464215189708,0.566262462505788,0.4337375127223853,3.851443030991441e-12,1.9999999087738538,6.157894680723712e-12,1.3716312156833198e-08,5.224869754877522e-08,9.858641838753363e-12,4.694431702424033e-10,2.4684049900349708e-08,5.218315659831837e-12,8.255854442392684e-11
1728006396.1648746,0.4418733278310094,1869.6701494989063,2.082913346806195e-09,9065.164925189003,0.5581266485680958,0.4418733251797526,3.860917082451836e-12,1.9999999066380945,6.172949000685074e-12,1.3763446296602002e-08,5.286592475842184e-08,9.877828885763714e-12,4.6047251127135114e-10,2.616419194277031e-08,5.333329392922219e-12,8.262635589567051e-11
1772378024.7315142,0.45009084320417253,1915.2999083864022,2.2634239094136124e-09,9042.35004574455,0.5499091318283591,0.4500908403809958,3.870658547588592e-12,1.9999999044641845,6.188428851390092e-12,1.3797220008250806e-08,5.347624934916461e-08,9.897595629263636e-12,4.517451757979482e-10,2.7702593763717932e-08,5.444654306316262e-12,8.260705715906453e-11
1817889024.9035034,0.45838752818858813,1961.981688621974,2.4569016452031488e-09,9019.00915562607,0.5416124454322745,0.4583875251803733,3.880675610432546e-12,1.9999999022522248,6.204347278270716e-12,1.381800038257551e-08,5.407916600778316e-08,9.917961152000354e-12,4.432549532799392e-10,2.9299296892333435e-08,5.552125960199295e-12,8.250338387299295e-11
1864568653.3860211,0.4667606711632278,2009.7365972400225,2.66404250905257e-09,8995.131701316355,0.5332393010016495,0.466760667956165,3.890976738721437e-12,1.9999999000023618,6.220717779484877e-12,1.3826236407734736e-08,5.467417141869647e-08,9.938945224920907e-12,4.3499582622076386e-10,3.095421148985704e-08,5.655616153558611e-12,8.231856582635723e-11
1912446918.1358852,0.47520737886508085,2058.5860002708196,2.8855669271642993e-09,8970.706999800272,0.5247925918004269,0.4752073754446412,3.9015706954280915e-12,1.9999998977147906,6.2375543242632506e-12,1.3822451908781243e-08,5.526076575055189e-08,9.960568332595305e-12,4.2696196036902025e-10,3.26671207108049e-08,5.755034170928183e-12,8.205627621989243e-11
1961554597.6521626,0.4837245734760261,2108.551516500709,3.1222211190285136e-09,8945.724241684653,0.5162753956478063,0.4837245698269363,3.912466550834009e-12,1.9999998953897553,6.25487137219099e-12,1.3807237013266503e-08,5.5838454122293564e-08,9.982851702757171e-12,4.19147699953039e-10,3.443768663183759e-08,5.850325746548219e-12,8.172057411117999e-11
2011923260.762077,0.4923089901268878,2159.6550105391043,3.3747786498251317e-09,8920.172494664786,0.5076909774141833,0.4923089862331023,3.9236736951901876e-12,1.9999998930275509,6.272683893353988e-12,1.3781238731509448e-08,5.640674818633063e-08,1.0005817334020543e-11,4.115475588920889e-10,3.6265456897032204e-08,5.9414726730063e-12,8.131584043983078e-11
2063585286.9150152,0.500957174712775,2211.9185851528064,3.6440421941452504e-09,8894.040707357271,0.49904279120580625,0.5009571705574458,3.935201851988083e-12,1.999999890628524,6.291007389499365e-12,1.3745150431439825e-08,5.696516767336133e-08,1.00294880268115e-11,4.041562173418086e-10,3.814987255340553e-08,6.028490652998924e-12,8.084670915196057e-11
2116573886.997628,0.5096654822081222,2265.3645728346014,3.9308455140409915e-09,8867.31771351572,0.490334482049726,0.5096654777735683,3.947061091877015e-12,1.9999998881930736,6.309857916224752e-12,1.3699700969637789e-08,5.751324205147888e-08,1.0053887415685151e-11,3.9696851187736623e-10,4.009027603445119e-08,6.111426814104241e-12,8.031799691514431e-11
2170923124.6834025,0.5184300753573514,2320.0155265636263,4.236055629791256e-09,8839.992236650554,0.481569887203131,0.5184300706250242,3.959261847275191e-12,1.999999885721654,6.329252106195262e-12,1.3645643238113403e-08,5.805051212506446e-08,1.007903999975876e-11,3.8997943501347854e-10,4.2085919803691206e-08,6.190356947004094e-12,7.973462944732897e-11
2226667938.330488,0.5272469239428118,2375.8942097226063,4.560575162538567e-09,8812.052895070417,0.4727530368853985,0.52724691889326,3.971814927684101e-12,1.9999998832147745,6.349207193637769e-12,1.3583742960433998e-08,5.857653173683071e-08,1.0104971181654549e-11,3.8318412307199697e-10,4.413597455122193e-08,6.265381241415379e-12,7.91015722019458e-11
2283844163.441763,0.5361118045139768,2433.023585127137,4.905344824211173e-09,8783.48820736751,0.4638881545488942,0.5361117991268078,3.984731535798182e-12,1.9999998806730022,6.369741039842361e-12,1.3514767548201461e-08,5.9090869399784395e-08,1.0131707296668441e-11,3.765778589208172e-10,4.623953737957786e-08,6.336621045677844e-12,7.842375998513165e-11
2342488555.7016726,0.545020300746127,2491.4268031289666,5.271346017754616e-09,8754.286598365958,0.45497965652028355,0.5450202949999667,3.99802328437932e-12,1.9999998780969621,6.390872160219859e-12,1.3439475711822934e-08,5.95931099948669e-08,1.015927565865319e-11,3.7015605810230966e-10,4.8395639090866094e-08,6.40421377529033e-12,7.77060350935675e-11
2402638814.60458,0.5539678043834418,2551.1271887481116,5.659603516351905e-09,8724.43640555575,0.44603215105743654,0.5539677982558909,4.011702214038674e-12,1.999999875487339,6.41261975238669e-12,1.3358607831515533e-08,6.00828564163891e-08,1.0187704589285929e-11,3.6391427313726263e-10,5.060325070978328e-08,6.468309242533591e-12,7.695308819947608e-11
2464333607.6898537,0.5629495168255031,2612.148227790444,6.071188185223486e-09,8693.92588603395,0.4370504367629213,0.5629495102930908,4.025780811863013e-12,1.9999998728448798,6.435003726036671e-12,1.327287740342912e-08,6.055973121068847e-08,1.0217023468910144e-11,3.5784818031883555e-10,5.2861288903700065e-08,6.529064763418616e-12,7.616940918851033e-11
2527612595.3992662,0.5719604514572396,2674.513551907593,6.507219702545952e-09,8662.743223974747,0.4280395002540586,0.5719604444953753,4.040272031056965e-12,1.9999998701703947,6.458044733987109e-12,1.318296385940569e-08,6.102337820736379e-08,1.0247262769789015e-11,3.5195358225688494e-10,5.516861996139444e-08,6.586641365878244e-12,7.535924515365059e-11
2592516456.572657,0.5809954366106078,2738.2469225487744,6.9688692612175476e-09,8630.87653865353,0.41900451320123977,0.5809954291935294,4.0551893115473955e-12,1.9999998674647588,6.481764205115542e-12,1.3089506596377505e-08,6.147346404953193e-08,1.0278454107507705e-11,3.462263991849944e-10,5.7524062685449004e-08,6.6411997454790996e-12,7.452656764770831e-11
2659086914.598304,0.590049119430662,2803.372213764564,7.457362197721183e-09,8598.313893045015,0.40995082846186026,0.590049111531382,4.07054660169127e-12,1.9999998647289137,6.506184378817554e-12,1.299310072689072e-08,6.190967976390553e-08,1.0310630284220615e-11,3.4066266544558774e-10,5.992638946821321e-08,6.69289701973526e-12,7.367505006522514e-11
2727366764.2347555,0.5991159703805867,2869.913393805749,7.973980553711219e-09,8565.043303023802,0.40088397557528677,0.5991159619708365,4.086358381119584e-12,1.9999998619638695,6.5313283412953386e-12,1.2894294048449453e-08,6.23317421491057e-08,1.034382533534883e-11,3.3525852915076045e-10,6.23743264013949e-08,6.741883647078378e-12,7.280805311787047e-11
2797399899.1214128,0.6081902887576695,2937.894505478702,8.52006552102037e-09,8531.052747186703,0.39180965524689176,0.6081902798078395,4.102639684749195e-12,1.9999998591707042,6.557220063888583e-12,1.2793585706535837e-08,6.273939521543061e-08,1.037807458706987e-11,3.3001024045389087e-10,6.486655165322398e-08,6.788301475349351e-12,7.192862022532339e-11
2869231339.995505,0.6172662089175432,3007.339645197608,9.09701979100896e-09,8496.330177326625,0.38273373312381354,0.6172661993966213,4.119406128145955e-12,1.9999998563505688,6.5838844431428825e-12,1.2691425989488263e-08,6.313241140992903e-08,1.0413414698096977e-11,3.2491415891645915e-10,6.740169303492245e-08,6.832281521678498e-12,7.103948041243274e-11
2942907263.633634,0.6263377075339205,3078.2729406925364,9.706309781538989e-09,8460.863529578539,0.3736622325352288,0.6263376974094295,4.136673934133135e-12,1.999999853504686,6.611347343431421e-12,1.258821747527588e-08,6.351059285126018e-08,1.0449883729947813e-11,3.1996673611733563e-10,6.997832431509085e-08,6.873943637022407e-12,7.014305796110732e-11
3018475032.5364747,0.6353986116890658,3150.718527315384,1.034946776699087e-08,8424.640736266492,0.36460132640188636,0.6353986009269974,4.154459960977281e-12,1.9999998506343508,6.6396356413529e-12,1.2484317096514874e-08,6.387377236115498e-08,1.0487521187423481e-11,3.1516452747581606e-10,7.259496096256605e-08,6.913395098396395e-12,6.924148906030404e-11
3095983225.3757114,0.6444426079719217,3224.700522897305,1.1028093913349782e-08,8387.649738474904,0.3555573281379883,0.6444425965366687,4.172781731932365e-12,1.9999998477409335,6.668777273107806e-12,1.2380039072696507e-08,6.422181443720711e-08,1.0526368099007067e-11,3.105041720599995e-10,7.525005528750343e-08,6.950731717481505e-12,6.833664093871498e-11
3175481668.2227993,0.6534632525290707,3300.243001103755,1.1743858244816917e-08,8349.87849937105,0.3465366816002348,0.6534632403833572,4.191657466596534e-12,1.999999844825881,6.698801283831451e-12,1.2275658421036858e-08,6.455461604201571e-08,1.0566467059106145e-11,3.059824068111587e-10,7.794199137630927e-08,6.986037140117287e-12,6.743013689996277e-11
3257021466.5796056,0.6624539820964424,3377.3699632357047,1.2498502564659183e-08,8311.315018304438,0.33754595005612426,0.6624539692012522,4.211106113771632e-12,1.9999998418907128,6.729737880291605e-12,1.2171414856746695e-08,6.487210727855633e-08,1.060786231774638e-11,3.01596044474117e-10,8.066908003857215e-08,7.0193850211482456e-12,6.652337983578957e-11
3340655038.2315316,0.671408126039559,3456.105308425907,1.329384235907862e-08,8271.947345708697,0.3285918041437138,0.6714081123540631,4.231147386397878e-12,1.9999998389370262,6.7616184858107635e-12,1.2067516880322477e-08,6.517425187371096e-08,1.0650599825740021e-11,2.973419901346205e-10,8.342955399794625e-08,7.050838758992195e-12,6.561758025200593e-11
3426436146.944245,0.6803189194131869,3536.4728021787514,1.4131768712970754e-08,8231.763598831623,0.31968100881197553,0.6803189048946661,4.251801798156171e-12,1.9999998359664928,6.7944757989562575e-12,1.1964145872749712e-08,6.546104754260338e-08,1.0694727334219256e-11,2.9321721693556556e-10,8.622156354072931e-08,7.0804543149584776e-12,6.471377956795554e-11
3514419937.025663,0.6891795169364329,3618.496043198648,1.5014250270475952e-08,8190.751978321019,0.31082040934570415,0.6891795015402012,4.27309070244145e-12,1.9999998329808615,6.8283438548074325e-12,1.1861460031054506e-08,6.573252609423206e-08,1.0740294444763856e-11,2.8921878437628217e-10,8.904317287171509e-08,7.108280133203996e-12,6.381287670173784e-11
3604662968.77542,0.697983008168828,3702.198428466874,1.5943335261150247e-08,8148.900785686241,0.3020169161894388,0.6979829918481534,4.295036333227706e-12,1.9999998299819537,6.863258090349303e-12,1.175959806277387e-08,6.59887534866621e-08,1.0787352714609484e-11,2.853438151384415e-10,9.189235713980598e-08,7.134359937022999e-12,6.291564826928938e-11
3697223254.844617,0.7067224333068592,3787.6031164958144,1.6921153629569248e-08,8106.198441671096,0.2932774891509359,0.7067224160128814,4.317661848536956e-12,1.9999998269716655,6.8992554130638314e-12,1.1658682494377915e-08,6.62298295024925e-08,1.0835955724292981e-11,2.8158950658477804e-10,9.476700057160399e-08,7.158733169875142e-12,6.202276999508576e-11
3792160297.5291834,0.7153908004223032,3874.732988743334,1.794991927353985e-08,8062.6335055466525,0.2846091201628368,0.7153907821039507,4.340991376279461e-12,1.9999998239519639,6.9363742736996275e-12,1.1558822609825105e-08,6.645588745062432e-08,1.088615916893904e-11,2.77953124036013e-10,9.766489532196057e-08,7.181436447203963e-12,6.113483389934096e-11
3889535127.020884,0.7239811031499339,3963.6106091028487,1.9031932426801128e-08,8018.194695366198,0.27601881559496627,0.7239810837538363,4.365050062638485e-12,1.9999998209248855,6.974654743378269e-12,1.146011693184842e-08,6.666709348088049e-08,1.0938020968380667e-11,2.744319871297721e-10,1.0058374157513137e-07,7.202505463691857e-12,6.025236135532218e-11
3989410340.640522,0.7324863395299607,4054.258181451318,2.0169582187177652e-08,7972.870909191253,0.26751357741189213,0.7324863190003607,4.389864123617256e-12,1.999999817892535,7.014138594739085e-12,1.1362655292446954e-08,6.686364578043603e-08,1.099160133850661e-11,2.710234858579213e-10,1.035211485215295e-07,7.2219746844750724e-12,5.937581757590556e-11
4091850143.0785656,0.7408995317915872,4146.6975052054295,2.1365349202569685e-08,7926.651247313471,0.25910038338936786,0.740899510070249,4.4154608992668316e-12,1.9999998148570837,7.054869388299977e-12,1.126652049189021e-08,6.704577363094404e-08,1.1046962912118213e-11,2.677250643204019e-10,1.0647463631482143e-07,7.239878990330344e-12,5.850561955421442e-11
4196920387.6690903,0.7492137465600668,4240.949928824122,2.2621808529857394e-08,7879.52503550338,0.25078616690727973,0.7492137235861817,4.441868911188907e-12,1.9999998118207616,7.096892563774553e-12,1.1171789588183296e-08,6.721373613454413e-08,1.1104170855330783e-11,2.6453421402510677e-10,1.0944163911221385e-07,7.25625455891832e-12,5.764214278592271e-11
4304688618.723509,0.7574221160400922,4337.036301243653,2.3941632659758997e-08,7831.481849292852,0.24257779576625232,0.7574220917501805,4.469117923754188e-12,1.9999998087858597,7.140255536605258e-12,1.107853486357211e-08,6.736782082343466e-08,1.1163292959949643e-11,2.6144848568040324e-10,1.1241950892316758e-07,7.271138395992328e-12,5.6785728753808336e-11
4415224114.951392,0.7655178599089117,4434.9769212018855,2.5327594710991217e-08,7782.511539312949,0.234482050294534,0.7655178342367229,4.497239008687885e-12,1.999999805754722,7.185007800563403e-12,1.0986824511448403e-08,6.7508342120525e-08,1.122439977592393e-11,2.5846547778370884e-10,1.154055203047466e-07,7.284569164025864e-12,5.593668776423549e-11
4528597933.996216,0.7734943076136325,4534.791484408689,2.6782571797730678e-08,7732.604257708744,0.22650560105069092,0.7734942804900399,4.526264613622803e-12,1.9999998027297439,7.231201036454625e-12,1.0896723097331415e-08,6.763563956635158e-08,1.1287564742983733e-11,2.5558283134442337e-10,1.183968758923847e-07,7.296587503625713e-12,5.509530122551082e-11
4644882958.114697,0.7813449210464116,4636.499028535488,2.8309548567591707e-08,7681.750485644516,0.2186549861484099,0.781344892399307,4.556228634847415e-12,1.999999799713366,7.278889227405768e-12,1.0808291840365107e-08,6.775007585911005e-08,1.1352864327195468e-11,2.527982264053039e-10,1.2139071266653403e-07,7.307236137119064e-12,5.4261823155101994e-11
4764153941.029112,0.7890633177337295,4740.117876010982,2.9911620901476746e-08,7629.941061905914,0.21093658806722726,0.7890632874879095,4.587166494730924e-12,1.9999997967080714,7.328128781186206e-12,1.0721588752228147e-08,6.785203477800501e-08,1.1420378148911976e-11,2.501093872344406e-10,1.2438410884138478e-07,7.316559377164823e-12,5.3436482288534805e-11
4886487555.982622,0.796643294270827,4845.665574596534,3.159199977384996e-08,7577.167212612254,0.2033566102180832,0.7966432623478799,4.619115223683727e-12,1.9999997937163765,7.37897866017207e-12,1.063666867086067e-08,6.794191897600366e-08,1.1490189140475306e-11,2.475140743002221e-10,1.2737409136377174e-07,7.324603325579833e-12,5.261948177176079e-11
5011962445.028623,0.8040788498008672,4953.158835722863,3.335401527083208e-08,7523.420582048178,0.19592105346415997,0.8040788161190522,4.652113547318521e-12,1.999999790740828,7.431500519356384e-12,1.05535832201617e-08,6.802014762418893e-08,1.156238370480616e-11,2.4501008121469633e-10,1.30357643971064e-07,7.331415731718063e-12,5.181099917585113e-11
5140659269.5857115,0.8113642094754767,5062.613470582927,3.520112075896385e-08,7468.693264617197,0.18863569266033198,0.8113641739496019,4.686201979100117e-12,1.9999997877839992,7.485758853011022e-12,1.047238071817284e-08,6.808715394981033e-08,1.1637051882357497e-11,2.4259523201835747e-10,1.3333171573563424e-07,7.337045788408747e-12,5.101118635080116e-11
5272660762.290798,0.8184938477469048,5174.044323978871,3.7136897198364145e-08,7412.977837918244,0.18150605336100675,0.8184938102881999,4.721422918817413e-12,1.9999997848484767,7.541821150596872e-12,1.0393106052283161e-08,6.814338268690421e-08,1.1714287530240879e-11,2.4026737726854746e-10,1.362932300423273e-07,7.341543962387283e-12,5.0220168962221585e-11
